Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
169848,A Christmas Carol / The Chimes / The Cricket on the Hearth,Charles Dickens,"Dickens, Charles",Katharine Kroeber Wiley,"=""1593080336""","=""9781593080334""",5,Sterling Publishing,Paperback,304,2004,1843,2024/12/20,2024/12/19,,,read,,,,1,0
33584925,"Music Theory 101: From keys and scales to rhythm and melody, an essential primer on the basics of music theory (Adams 101 Series)",Brian Boone,"Boone, Brian",Marc Schonbrun,"=""1507203667""","=""9781507203668""",0,Adams Media,Hardcover,256,2017,2017,,2024/12/18,to-read,to-read (#465),to-read,,,,0,0
31804513,"English Lit 101: From Jane Austen to George Orwell and the Enlightenment to Realism, an essential guide to Britain's greatest writers and works (Adams 101 Series)",Brian Boone,"Boone, Brian",,"=""1440599718""","=""9781440599712""",0,Adams Media,Hardcover,256,2017,,,2024/12/18,to-read,to-read (#464),to-read,,,,0,0
17887932,"Philosophy 101: From Plato and Socrates to Ethics and Metaphysics, an Essential Primer on the History of Thought (Adams 101 Series)",Paul Kleinman,"Kleinman, Paul",,"=""1440567670""","=""9781440567674""",0,Adams Media,Hardcover,288,2013,2013,,2024/12/18,to-read,to-read (#463),to-read,,,,0,0
34684616,"Ethics 101: From Altruism and Utilitarianism to Bioethics and Political Ethics, an Exploration of the Concepts of Right and Wrong (Adams 101 Series)",Brian Boone,"Boone, Brian",,"=""1507204930""","=""9781507204931""",0,Adams Media,Hardcover,256,2017,2017,,2024/12/18,to-read,to-read (#462),to-read,,,,0,0
18173714,"Religion 101: From Allah to Zen Buddhism, an Exploration of the Key People, Practices, and Beliefs that Have Shaped the Religions of the World (Adams 101 Series)",Peter Archer,"Archer, Peter",,"=""1440572631""","=""9781440572630""",0,Adams Media,Hardcover,288,2013,2013,,2024/12/18,to-read,to-read (#461),to-read,,,,0,0
35690259,"Buddhism 101: From Karma to the Four Noble Truths, Your Guide to Understanding the Principles of Buddhism (Adams 101 Series)",Arnie Kozak,"Kozak, Arnie",,"=""""","=""""",0,Adams Media,Kindle Edition,257,2017,2017,,2024/12/18,to-read,to-read (#460),to-read,,,,0,0
27204799,"Anatomy 101: From Muscles and Bones to Organs and Systems, Your Guide to How the Human Body Works (Adams 101 Series)",Kevin Langford,"Langford, Kevin",,"=""1440584265""","=""9781440584268""",0,Adams Media,Hardcover,288,2015,2015,,2024/12/18,to-read,to-read (#459),to-read,,,,0,0
123066079,George Orwell: The Ethics of Equality (PHILOSOPHICAL OUTSIDERS SERIES),Peter Brian Barry,"Barry, Peter Brian",,"=""0197627404""","=""9780197627402""",0,Oxford University Press,Hardcover,280,2023,,,2024/12/18,to-read,to-read (#458),to-read,,,,0,0
30079401,The Matilda Effect,Ellie Irving,"Irving, Ellie",,"=""0552568376""","=""9780552568371""",0,Corgi,Paperback,320,2017,2014,,2024/11/25,to-read,to-read (#457),to-read,,,,0,0
29534432,The Trouble With Women,Jacky Fleming,"Fleming, Jacky",,"=""1910931098""","=""9781910931097""",5,Square Peg,Hardcover,128,2016,2016,2024/11/25,2024/11/25,,,read,,,,1,0
221583207,Özgürlüğün Rotası: Bağımsız Ruhların Hikayesi,Hatice Melisa Acar,"Acar, Hatice Melisa",,"=""625605184X""","=""9786256051843""",0,Destek Yayınları,Paperback,176,2024,,2024/11/21,2024/11/16,,,read,,,,1,0
32191710,Astrophysics for People in a Hurry,Neil deGrasse Tyson,"Tyson, Neil deGrasse",,"=""0393609391""","=""9780393609394""",5,W. W. Norton & Company,Hardcover,223,2017,2017,2019/01/01,2020/03/02,bought,bought (#204),read,,,,2,0
8608464,The Feeling of Meaninglessness: A Challenge to Psychotherapy and Philosophy,Viktor E. Frankl,"Frankl, Viktor E.",Alexander Batthyány,"=""0874627583""","=""9780874627589""",0,Marquette University Press,Paperback,234,2010,1989,,2024/11/18,to-read,to-read (#456),to-read,,,,0,0
205363955,Meditations for Mortals: Four Weeks to Embrace Your Limitations and Make Time for What Counts,Oliver Burkeman,"Burkeman, Oliver",,"=""0374611998""","=""9780374611996""",0,"Farrar, Straus and Giroux",Hardcover,208,2024,2024,,2024/11/14,to-read,to-read (#455),to-read,,,,0,0
194803881,The Backyard Bird Chronicles,Amy Tan,"Tan, Amy",,"=""0593536134""","=""9780593536131""",0,Knopf,Flexibound,291,2024,2024,,2024/11/14,to-read,to-read (#454),to-read,,,,0,0
156009464,The Book of Doors,Gareth  Brown,"Brown, Gareth",,"=""0063323982""","=""9780063323988""",0,William Morrow,Hardcover,404,2024,2024,,2024/11/14,to-read,to-read (#453),to-read,,,,0,0
195790861,Service Model,Adrian Tchaikovsky,"Tchaikovsky, Adrian",,"=""1250290287""","=""9781250290281""",0,Tor Books,Hardcover,384,2024,2024,,2024/11/14,to-read,to-read (#452),to-read,,,,0,0
65213662,"Extinction (Cash & Colcord, #1)",Douglas Preston,"Preston, Douglas",,"=""0765317702""","=""9780765317704""",0,Forge Books,Hardcover,370,2024,2024,,2024/11/14,to-read,to-read (#451),to-read,,,,0,0
208580608,The Elements of Marie Curie: How the Glow of Radium Lit a Path for Women in Science,Dava Sobel,"Sobel, Dava",,"=""0802163823""","=""9780802163820""",0,Atlantic Monthly Press,Hardcover,318,2024,2024,,2024/11/14,to-read,to-read (#450),to-read,,,,0,0
43785849,World War II: Infographics,Jean Lopez,"Lopez, Jean","Nicolas Aubin, Vincent Bernard, Nicolas Guillerat","=""0500022925""","=""9780500022924""",0,Thames & Hudson,Hardcover,192,2019,,2024/11/13,2024/07/28,,,read,,,,1,0
17236946,"Turkey, the Jews, and the Holocaust",Corry Guttstadt,"Guttstadt, Corry",,"=""0521769914""","=""9780521769914""",0,CAMBRIDGE UNIVERSITY PRESS,Hardcover,374,2013,2008,,2024/11/13,to-read,to-read (#449),to-read,,,,0,0
36411269,Freud: Mutluluğun Mimarı,Stefan Zweig,"Zweig, Stefan",Mine Bali,"=""6052060026""","=""9786052060025""",0,Zeplin Kitap,Paperback,180,2017,1931,2024/11/10,2024/02/18,bought,bought (#188),read,,,,1,0
199793517,"Sapiens: A Graphic History, Volume 3 - The Masters of History",David Vandermeulen,"Vandermeulen, David","Daniel Casanave, Yuval Noah Harari","=""0063387417""","=""9780063387416""",0,Harper Perennial,Paperback,288,2024,2024,,2024/11/07,to-read,to-read (#448),to-read,,,,0,0
204927599,Nexus: A Brief History of Information Networks from the Stone Age to AI,Yuval Noah Harari,"Harari, Yuval Noah",,"=""059373422X""","=""9780593734223""",5,Random House,Hardcover,528,2024,2024,2024/11/06,2024/10/10,,,read,,,,1,0
81071853,The Coming Wave,Mustafa Suleyman,"Suleyman, Mustafa",Michael Bhaskar,"=""1529901413""","=""9781529901412""",0,Bodley Head,Kindle Edition,333,2023,2023,,2024/11/05,to-read,to-read (#447),to-read,,,,0,0
60093180,"God, Human, Animal, Machine: Technology, Metaphor, and the Search for Meaning",Meghan O'Gieblyn,"O'Gieblyn, Meghan",,"=""0525562710""","=""9780525562719""",0,Vintage,Paperback,304,2022,2021,,2024/11/05,to-read,to-read (#446),to-read,,,,0,0
20527133,"Superintelligence: Paths, Dangers, Strategies",Nick Bostrom,"Bostrom, Nick",,"=""0199678111""","=""9780199678112""",0,Oxford University Press,Hardcover,352,2014,2014,,2024/11/05,to-read,to-read (#445),to-read,,,,0,0
28204155,The Overcoat,Nikolai Gogol,"Gogol, Nikolai",,"=""""","=""""",0,Crow Press,Kindle Edition,53,2015,1842,2024/11/01,2024/11/01,,,read,"Palto'yu bir tiyatro oyunu olarak izleyeceğim için kitabı da okumak istedim, bir saat içerisinde okumuş oldum. Sonu eksik kalmış bence. Akakiy Akakiyeviç bir hortlak olarak döndüğünde; saldırıya uğradığında ve paltosu çalındığında görmezden gelen bekçi, onunla ilgilenmeyen emniyet müdürü ve muhtemelen ölümüne sebep olan ""mühim adam""'a bir süre boyunca musallat olmalıydı. Mühim adam, kedisine musallat olan Akakiy yüzünden sahip olduğu mevkiyi kaybedip, bütün hayatı boyunca ""sıradan memur""luğa mahkum olmalıydı. En sonunda, elinde maddi anlamda pek de bir şey kalmayan (ve artık mühim de olmayan) bu mühim adamın yeni bir palto almaya parası kalmamışken, paltosu hortlak Akakiy tarafından çalınmalıydı.",,,1,0
205830504,Leonardo da Vinci and a Memory of His Childhood,Sigmund Freud,"Freud, Sigmund",,"=""""","=""""",0,"Revelation Press (22nd January, 2024)",Kindle Edition,111,2024,1910,2024/10/20,2024/08/14,bought,bought (#203),read,,,,1,0
20426625,Leonardo's Machines: Da Vinci's Inventions Revealed,Domenico Laurenza,"Laurenza, Domenico",Mario  Taddei,"=""0715324446""","=""9780715324448""",0,David & Charles,Paperback,200,2006,2005,,2024/10/19,to-read,to-read (#444),to-read,,,,0,0
58511563,The World Before Us: How Science is Revealing a New Story of Our Human Origins,Tom Higham,"Higham, Tom",,"=""0241989051""","=""9780241989050""",0,Penguin,Paperback,336,2022,2021,,2024/10/19,to-read,to-read (#443),to-read,,,,0,0
210408850,Hands-On Large Language Models: Language Understanding and Generation,Jay Alammar,"Alammar, Jay",Maarten Grootendorst,"=""1098150961""","=""9781098150969""",0,O'Reilly Media,Paperback,425,2024,,,2024/10/13,to-read,to-read (#442),to-read,,,,0,0
17245,Dracula,Bram Stoker,"Stoker, Bram","Rubén Toledo, Nina Auerbach, David J. Skal","=""0393970124""","=""9780393970128""",4,Norton,Paperback,488,1986,1897,2024/09/24,2024/09/11,,,read,,,,1,0
15858354,"The Norton Anthology of English Literature, the Major Authors, Vol.1",M.H. Abrams,"Abrams, M.H.","Stephen Greenblatt, Carol T. Christ, Alfred David","=""0393919641""","=""9780393919646""",0,W W Norton & Co Inc,Paperback,1409,2013,1962,,2024/09/20,to-read,to-read (#440),to-read,,,,0,0
15858355,"The Norton Anthology of English Literature, the Major Authors, Vol. 2",M.H. Abrams,"Abrams, M.H.","Stephen Greenblatt, Carol T. Christ, Alfred David","=""039391965X""","=""9780393919653""",0,W W Norton & Co Inc,Paperback,1552,2013,1962,,2024/09/20,to-read,to-read (#441),to-read,,,,0,0
15705037,Macbeth,William Shakespeare,"Shakespeare, William",Sabahattin Eyüboğlu,"=""9754588597""","=""9789754588590""",5,İş Bankası Kültür Yayınları,Paperback,150,2006,1623,2024/09/20,2024/09/11,,,read,"Birkaç gün sonra Macbeth'i tiyatroda izlemeye gideceğim, bu sebeple önce kitabı okumak istedim. Genel olarak iktidar hırsını ve bu hırs sebebiyle işlenen cinayetler dizisini anlatsa da ilgimi çeken detayları paylaşmak istiyorum.<br/><br/>Cadılar Macbeth'e kral olacağını söylediklerinde bunun nasıl olacağıyla ilgili bir kehanette bulunmuyorlar, Duncan'ı öldürmek Macbeth'in kendi fikri, bu zaten kitabın başındaki önsözde de geçiyor. Benim ilgimi çeken kısım, Macbeth karısı Lady Macbeth'e cadıların kehanetleriyle ilgili bir mektup yazdığında Duncan'ı öldürme fikrinden hiç söz etmemesine rağmen Lady Macbeth'in de aklına gelen ilk şey Duncan'ı öldürmek oluyor. Ludwig Jekels'e göre Shakespeare bir karakteri ikiye bölüp o karakterleri ayrı ayrı ele alır. Yani bu durumda Macbeth ve Lady Macbeth aslında bağımsız karakterler değillerdir.<br/><br/>Macbeth, Banquo'yu öldürteceği zaman Lady Macbeth'e danışmadan bu kararı alır. Yine kitabın önsözüne göre burada feminist eleştirmenler Lady Macbeth'in artık kadın ve eş rolü sınırlarının içine çekildiğini söylerler. Bunun yanında bence Macbeth, Banquo cinayetinin bütün vicdani yükünü kendi üzerine almak için eşine bundan söz etmez. Eşinin iyiliğini düşünür. Duncan'ı öldürdükleri için zaten vicdan azabı çekmektedirler, Macbeth, Banquo'yu öldürmenin bütün vicdani yükünü sırtlanmak ister. Lady Macbeth'e ""Sen masum bilmezliğinle kal, bir tanem: İş bitirilince alkışlarsın ..."" der. Bunun yanında Lady Macbeth öldüğünde son derece kayıtsız kalır, zaten bir gün ölecekti der.<br/><br/>Sigmund Freud'a göre oyunun tamamında baba-oğul ilişkisine gönderme yapılır. Duncan'ın öldürülmesi baba katilliğidir, Banquo öldürülürken oğlu kaçar, Macduff kaçtığı için çocukları öldürülür. Macbeth'i bu cinayetleri işlemeye iten şey çocuksuzluğudur. Freud'un edebiyat ve sanat üzerine çalışmalarını, Sanat ve Edebiyat Üzerine Yazılar başlığı altında toplanan kitapta bulabilirsiniz.<br/><br/>Gideceğim oyun solo performans olarak sergilenecekmiş. Macbeth gibi bir oyunda bu mümkün mü bilmiyorum. Gidince göreceğiz.<br/><br/>-------------------------<br/><br/>I’m going to see Macbeth at the theater in a few days, so I decided to read the play beforehand. While it tells the story of a man's ambition for power and the series of murders he commits to achieve it, I would like to share some details that caught my interest.<br/><br/>When the witches tell Macbeth he will become king, they don't explain how it will happen. Killing Duncan is entirely Macbeth’s own idea, as noted in the preface. What intrigues me is that when Macbeth writes to Lady Macbeth about the witches' prophecies, he doesn't mention killing Duncan, yet the idea immediately occurs to her too. According to Ludwig Jekels, Shakespeare often splits a character up into two personages, which, taken separately, are not completely understandable and do not become so until they are brought together once more into a unity. In this case, Macbeth and Lady Macbeth aren't truly independent characters.<br/><br/>When Macbeth plans to murder Banquo, he makes this decision without consulting Lady Macbeth. Feminist critics argue that this marks a shift where Lady Macbeth is confined to traditional gender roles, as the play's preface suggests. However, I believe Macbeth avoids telling his wife about the Banquo murder, perhaps to bear the entire moral burden himself. He wants to protect her from further suffering. Given their guilt over Duncan's death, Macbeth chooses to take on the full weight of Banquo's murder. He says to Lady Macbeth, 'Be innocent of the knowledge, dearest chuck, till thou applaud the deed.' Yet, when Lady Macbeth dies, he remains remarkably indifferent, saying that she would have died eventually anyway.<br/><br/>Sigmund Freud suggests that the play is filled with references to the father-son relationship. Duncan's murder represents patricide, Banquo's son escapes while Banquo is killed, and Macduff's children are murdered because he flees. Freud argues that Macbeth's childlessness drives him to commit these heinous acts. You can find more of Freud's thoughts on literature and art in the book Writings on Art and Literature.<br/><br/>The performance I’m going to attend is a solo performance. I’m not sure how that’s possible with a play like Macbeth, but I guess I’ll find out once I see it.",,,1,0
947858,A Path Where No Man Thought: Nuclear Winter and the End of the Arms Race,Carl Sagan,"Sagan, Carl",Richard P. Turco,"=""0394583078""","=""9780394583075""",4,Random House,Hardcover,499,1990,,2024/09/18,2022/05/16,"bought, favorites","bought (#127), favorites (#25)",read,,,,1,0
319238,A Clergyman's Daughter,George Orwell,"Orwell, George",,"=""""","=""""",0,Penguin Classic,Paperback,305,2000,1935,,2024/09/17,to-read,to-read (#439),to-read,,,,0,0
62802741,Wifedom: Mrs. Orwell's Invisible Life,Anna Funder,"Funder, Anna",,"=""0593320689""","=""9780593320686""",0,Knopf,Hardcover,464,2023,2023,,2024/09/17,to-read,to-read (#438),to-read,,,,0,0
20262897,Bilimsel Bir Peri Masalı / Freud’un ”Aile ve Tarihsel Romanı”,Serol Teber,"Teber, Serol",,"=""""","=""9789758420896""",5,Okuyan Us Yayınları,Paperback,336,2013,2013,2024/09/08,2023/05/24,bought,bought (#181),read,"Serol Teber son derece entelektüel birisi. Bu kitapta da bunu gördüm. Bir psikiyatrist olduğu için mi bilinmez, Freud'a karşı özel bir ilgisi vardır. Freud'un hem özel hem de bilimsel ve entelektüel hayatını araştırmış ve bu güzel kitapta bize sunmuştur. Kendisi maalesef 2004 yılında, aramızdan çok erken ayrılmıştır. Bunu kendi isteğiyle yaptığı da söylentiler arasında. Ruhu şad olsun.<br/><br/>Kitabı okurken onlarca yeri işaretledim. Freud'un bilimsel tarafıyla ilgili tartışmalar çok fazla, deney yapma konusunda (yaptığı deneylerde denek yalnızca kendisidir, deney sonuçlarını kaydeden kendisidir, deney sonuçlarını yayınlayan da yine kendisidir) ve matematikte/istatistikte iyi değildir. Ancak kendisi ciddi bir entelektüeldir. Frued'un hayatını ve psikanalizin tarihini merak ediyorsanız Didik Didik Freud'u da öneririm. İsterseniz podcast olarak dinleyebilirsiniz ancak bence kitabı daha güzel.",,,1,0
23960671,Dorian Gray'in Portresi - Açıklamalı ve Sansürsüz Basım,Oscar Wilde,"Wilde, Oscar","Nicholas Frankel, Ülker İnce","=""605141763X""","=""9786051417639""",5,Everest Yayınları,Hardcover,314,2014,1890,2024/09/04,2024/08/22,,,read,"26 yaşındayım, bu kitabı okumak için gerçekten çok geç kalmışım. Kitabın kendisi harika tabii ki ancak açıklamalar da çok güzeldi. Ben tavsiye üzerine Everest yayınlarından okudum. Kapağında açıklamalı ve sansürsüz olduğu yazıyor zaten. Açıklamaların bazılarında Wilde'ın hayatıyla ilgili detaylar var. Bazı açıklamaların resimleri de var. Örneğin ""brougham"" 'ın ne olduğunu asla gözümde canlandıramazdım. Türkçesi ""kupa arabası"" diye geçiyor ama nasıl bir şey olduğu hiç aklıma gelmezdi. Bu sebeple bence bu kitap Everest yayınlarından okunmalı.",,,1,0
18050143,"Zero to One: Notes on Startups, or How to Build the Future",Peter Thiel,"Thiel, Peter",Blake  Masters,"=""0804139296""","=""9780804139298""",0,Crown Currency,Hardcover,195,2014,2014,,2024/09/04,to-read,to-read (#437),to-read,,,,0,0
29709146,The Education of the Will,Jules Payot,"Payot, Jules",,"=""1341280497""","=""9781341280498""",4,Palala Press,Hardcover,442,2015,1895,2024/08/28,2024/07/19,bought,bought (#200),read,,,,1,0
3538130,Plato and a Platypus Walk into a Bar... Understanding Philosophy Through Jokes,Thomas Cathcart,"Cathcart, Thomas",Daniel Klein,"=""0143113879""","=""9780143113874""",5,Penguin Books,Paperback,215,2008,2007,2024/08/22,2023/02/15,,,read,,,,1,0
689738,Archaeology: A Very Short Introduction,Paul G. Bahn,"Bahn, Paul G.",Bill Tidy,"=""0192853791""","=""9780192853790""",4,Oxford University Press,Paperback,126,2000,1997,2024/08/22,2024/08/14,,,read,"Güzel ve açıklyıcı. Ancak yazar feminizmin anlamını pek bilmiyor anlaşılan. Feminizm kadın erkek eşitliğini savunur. ""... ama ileriye gitmenin asıl yolu geleneksel madalyonun öbür yüzünden ibaret bir feminist arkeolojiden ziyade, cinsiyetçi olmayan dengeli bir arkeolojidir."". Feminizm eşitliği savunduğu için feminist arkeoloji zaten cinsiyetçi olmayan dengeli arkeoloji anlamına gelir.",,,1,0
11222940,No Longer Human,Osamu Dazai,"Dazai, Osamu",Donald Keene,"=""""","=""""",0,New Directions Publishing,Paperback,177,2001,1948,,2024/08/12,to-read,to-read (#436),to-read,,,,0,0
133938826,Welcome to the Hyunam-Dong Bookshop,Hwang Bo-Reum,"Bo-Reum, Hwang",Shanna Tan,"=""""","=""""",0,Bloomsbury Publishing,Hardcover,307,2024,2022,,2024/08/12,to-read,to-read (#435),to-read,,,,0,0
479121,Psychoanalysis and Feminism: A Radical Reassessment of Freudian Psychoanalysis,Juliet Mitchell,"Mitchell, Juliet",Sangay K. Mishra,"=""0465046088""","=""9780465046089""",0,Basic Books,Paperback,496,2000,1974,,2024/08/07,to-read,to-read (#434),to-read,"Freud Museum London yine çok güzel bir etkinlik düzenliyor, etkinlikten önce bu kitaba bir göz atmak istiyorum. İki ay sürem var ama bu aralar yoğun olduğum için etkinlik öncesi bitiremem muhtemelen. Etkinlik linki bu: https://www.freud.org.uk/event/psychoanalysis-and-feminism-revisited/",,,0,0
376974,From the Earth to the Moon and 'Round the Moon,Jules Verne,"Verne, Jules",,"=""1596051310""","=""9781596051317""",0,Cosimo Classics,Paperback,340,2006,1865,2012/01/01,2021/03/18,bought,bought (#86),read,,,,1,0
1813496,The Story of God,Robert Winston,"Winston, Robert",,"=""0553817434""","=""9780553817430""",4,Bantam,Paperback,384,2006,2005,2024/08/07,2022/10/09,bought,bought (#201),read,,,,1,0
49231485,Demokratik Zorbalık,Alexis de Tocqueville,"Tocqueville, Alexis de",Ebru Erbaş,"=""9750740785""","=""9789750740787""",0,Can Yayınları,Paperback,64,2019,2019,2024/07/11,2022/11/12,bought,bought (#144),read,,,,1,0
327,Why Zebras Don't Get Ulcers,Robert M. Sapolsky,"Sapolsky, Robert M.",,"=""0805073698""","=""9780805073690""",0,Holt Paperbacks,Paperback,560,2004,1993,,2024/07/11,to-read,to-read (#433),to-read,,,,0,0
18841977,Philosophy in Minutes,Marcus Weeks,"Weeks, Marcus",,"=""1623653371""","=""9781623653378""",4,Quercus,Paperback,416,2014,2014,2024/07/10,2022/10/09,bought,bought (#199),read,,,,1,0
6251828,The Manga Guide to Electricity,Kazuhiro Fujitaki,"Fujitaki, Kazuhiro","Matsuda, Trend-Pro Co. Ltd.","=""1593271972""","=""9781593271978""",5,No Starch Press,Paperback,232,2009,2006,2024/06/20,2021/03/24,,,read,,,,1,0
57933306,Stolen Focus: Why You Can't Pay Attention— and How to Think Deeply Again,Johann Hari,"Hari, Johann",,"=""0593138511""","=""9780593138519""",0,Crown,Hardcover,357,2022,2022,,2024/06/16,to-read,to-read (#432),to-read,,,,0,0
337113,The Tenant of Wildfell Hall,Anne Brontë,"Brontë, Anne",Stevie Davies,"=""0140434747""","=""9780140434743""",0,Penguin Books,Paperback,576,1996,1848,,2024/06/16,to-read,to-read (#431),to-read,,,,0,0
546171,Consciousness: A User's Guide,Adam Zeman,"Zeman, Adam",,"=""0300104979""","=""9780300104974""",0,Yale University Press,Paperback,416,2004,2002,,2024/06/07,to-read,to-read (#430),to-read,,,,0,0
