Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
17286699,Our Final Invention: Artificial Intelligence and the End of the Human Era,James Barrat,"Barrat, James",,"=""0312622376""","=""9780312622374""",0,Thomas Dunne Books/St Martin's Press (NY),Hardcover,322,2013,2013,,2022/03/23,"to-read, to-buy","to-read (#203), to-buy (#52)",to-read,,,,0,0
40180025,Army of None: Autonomous Weapons and the Future of War,Paul Scharre,"Scharre, Paul",,"=""0393356582""","=""9780393356588""",5,W. W. Norton & Company,Paperback,448,2019,2018,2022/03/21,2021/12/29,"bought, favorites","bought (#116), favorites (#21)",read,,,,1,0
49455,Notes from Underground,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Richard Pevear, Larissa Volokhonsky, Donald Fanger","=""067973452X""","=""9780679734529""",2,Vintage Classics,Paperback,136,1994,1864,2022/02/28,2022/02/26,bought,bought (#120),read,,,,1,0
31422889,The War on Women,Sue Lloyd-Roberts,"Lloyd-Roberts, Sue",,"=""1471153916""","=""9781471153914""",0,SIMON & SCHUSTER,Paperback,308,2016,2016,,2022/02/26,to-read,to-read (#201),to-read,,,,0,0
18656034,Rock Breaks Scissors: A Practical Guide to Outguessing and Outwitting Almost Everybody,William Poundstone,"Poundstone, William",,"=""0316228060""","=""9780316228060""",4,"Little, Brown and Company",Hardcover,320,2014,2014,2022/01/25,2021/08/17,bought,bought (#103),read,,,,1,0
32078453,What Algorithms Want: Imagination in the Age of Computing,Ed Finn,"Finn, Ed",,"=""0262035928""","=""9780262035927""",0,The MIT Press,Hardcover,272,2014,2017,,2021/12/29,to-read,to-read (#199),to-read,,,,0,0
119073,The Name of the Rose,Umberto Eco,"Eco, Umberto",William Weaver,"=""0156001314""","=""9780156001311""",0,Houghton Mifflin Harcourt,Paperback,552,1994,1980,,2021/12/24,to-read,to-read (#198),to-read,,,,0,0
53466464,"Hands-On Machine Learning with C++: Build, train, and deploy end-to-end machine learning and deep learning pipelines",Kirill Kolodiazhnyi,"Kolodiazhnyi, Kirill",,"=""""","=""""",0,,ebook,,2020,,,2021/12/15,to-read,to-read (#197),to-read,,,,0,0
53200,Black Holes and Baby Universes and Other Essays,Stephen W. Hawking,"Hawking, Stephen W.",,"=""0553374117""","=""9780553374117""",0,Bantam Books,Paperback,182,1994,1993,,2021/10/25,"to-read, to-buy","to-read (#195), to-buy (#51)",to-read,,,,0,0
339253,The Unconscious Quantum: Metaphysics in Modern Physics and Cosmology,Victor J. Stenger,"Stenger, Victor J.",,"=""1573920223""","=""9781573920223""",0,Prometheus,Hardcover,322,1995,1995,,2021/10/25,"to-read, to-buy","to-read (#194), to-buy (#50)",to-read,,,,0,0
15744013,The Particle at the End of the Universe: How the Hunt for the Higgs Boson Leads Us to the Edge of a New World,Sean Carroll,"Carroll, Sean",,"=""0525953590""","=""9780525953593""",0,Dutton,Hardcover,320,2012,2012,,2021/10/25,"to-read, to-buy","to-read (#193), to-buy (#49)",to-read,,,,0,0
26150770,"The Big Picture: On the Origins of Life, Meaning, and the Universe Itself",Sean Carroll,"Carroll, Sean",,"=""0525954821""","=""9780525954828""",0,Dutton,Hardcover,480,2016,2016,,2021/10/25,to-read,to-read (#192),to-read,,,,0,0
385228,On Liberty,John Stuart Mill,"Mill, John Stuart",,"=""""","=""""",0,Penguin Classics,Paperback,187,1985,1859,,2021/03/16,"to-read, bought","to-read (#54), bought (#114)",to-read,,,,0,0
1448837,The Theory of Everything: The Origin and Fate of the Universe,Stephen W. Hawking,"Hawking, Stephen W.",,"=""1893224791""","=""9781893224797""",0,New Millenium,Paperback,,2003,2002,,2021/10/15,to-read,to-read (#191),to-read,,,,0,0
16057124,Marx's Capital Illustrated: An Illustrated Introduction,David N. Smith,"Smith, David N.",Phil Evans,"=""1608462668""","=""9781608462667""",0,Haymarket Books,Paperback,216,2014,1982,,2021/10/15,to-read,to-read (#189),to-read,,,,0,0
48677880,Şüphecinin El Kitabı,Arsel Berkat Acar,"Acar, Arsel Berkat",Çağrı Mert Bakırcı,"=""6058023114""","=""9786058023116""",0,Ginko Kitap,Paperback,424,2019,2019,,2021/10/15,to-read,to-read (#188),to-read,,,,0,0
35159716,Evrenin Karanlığında Evrimin Işığı,Çağrı Mert Bakırcı,"Bakırcı, Çağrı Mert",,"=""6058256305""","=""9786058256309""",0,Muaf Kitap,Paperback,606,2017,,,2021/10/15,to-read,to-read (#187),to-read,,,,0,0
55946794,50 Soruda Evrim,Çağrı Mert Bakırcı,"Bakırcı, Çağrı Mert",,"=""605588867X""","=""9786055888671""",0,Bilim ve Gelecek Kitaplığı,Paperback,288,2020,2020,,2021/10/15,to-read,to-read (#186),to-read,,,,0,0
9825840,What Men Live By,Leo Tolstoy,"Tolstoy, Leo",,"=""0497981149""","=""9780497981143""",2,"ICON Group International, Inc.",Paperback,74,2008,1885,2021/09/26,2021/03/06,bought,bought (#113),read,Overrated bir kitap. İçindeki hikayeler samanyolu dizileri gibi.,,,1,1
25776132,The Brain: The Story of You,David Eagleman,"Eagleman, David",,"=""1101870532""","=""9781101870532""",0,Pantheon,Hardcover,224,2015,2015,,2021/10/15,"to-read, bought","to-read (#185), bought (#111)",to-read,,,,0,0
770989,Game Theory: A Very Short Introduction,Ken Binmore,"Binmore, Ken",,"=""0199218463""","=""9780199218462""",0,Oxford University Press,Paperback,208,2007,2007,,2021/10/15,to-read,to-read (#184),to-read,,,,0,0
20663771,Origins: Fourteen Billion Years of Cosmic Evolution,Neil deGrasse Tyson,"Tyson, Neil deGrasse",Donald Goldsmith,"=""0393350398""","=""9780393350395""",0,W. W. Norton & Company,Paperback,352,2014,2004,,2021/09/05,to-read,to-read (#183),to-read,,,,0,0
38412,Fermat's Enigma,Simon Singh,"Singh, Simon",John Lynch,"=""0385493622""","=""9780385493628""",0,Anchor,Paperback,315,1998,1997,,2021/09/05,to-read,to-read (#182),to-read,,,,0,0
35167685,"""Surely You're Joking, Mr. Feynman!"": Adventures of a Curious Character",Richard P. Feynman,"Feynman, Richard P.","Ralph Leighton, Edward Hutchings, Bill Gates","=""0393355624""","=""9780393355628""",0,W. W. Norton & Company,Paperback,400,2018,1985,,2021/09/05,to-read,to-read (#181),to-read,,,,0,0
530415,The Art of Doing Science and Engineering: Learning to Learn,Richard Hamming,"Hamming, Richard",,"=""9056995014""","=""9789056995010""",0,CRC Press,Paperback,376,1997,1996,,2021/08/13,to-read,to-read (#180),to-read,,,,0,0
41882450,"The Fate of Food: What We'll Eat in a Bigger, Hotter, Smarter World",Amanda Little,"Little, Amanda",,"=""080418903X""","=""9780804189033""",5,Harmony,Hardcover,352,2019,2019,2021/08/10,2021/03/08,bought,bought (#42),read,,,,1,1
14571300,"The Practically Cheating Statistics Handbook, The Sequel! (2nd Edition)",S. Deviant,"Deviant, S.",,"=""1453767142""","=""9781453767146""",0,CreateSpace Independent Publishing Platform,Paperback,154,2010,2010,,2021/07/26,to-read,to-read (#179),to-read,,,,0,0
6149,Beloved,Toni Morrison,"Morrison, Toni",,"=""""","=""9781400033416""",1,Vintage,Paperback,325,2004,1987,2021/07/25,2021/04/01,bought,bought (#46),read,,,,1,0
4679389,Oxford English for Electrical and Mechanical Engineering Student's Book,Eric H. Glendinning,"Glendinning, Eric H.",Norman Glendinning,"=""0194573923""","=""9780194573924""",0,"Oxford University Press España, S.A.",Paperback,190,1995,1995,2000/01/01,2021/03/24,to-read,to-read (#178),to-read,,,,1,0
18144590,The Alchemist,Paulo Coelho,"Coelho, Paulo",,"=""0062315005""","=""9780062315007""",5,HarperOne,Paperback,182,2014,1988,2019/01/01,2021/01/19,bought,bought (#23),read,,,,1,1
54493401,Project Hail Mary,Andy Weir,"Weir, Andy",,"=""0593135202""","=""9780593135204""",0,Ballantine Books,Hardcover,476,2021,2021,,2021/07/14,to-read,to-read (#176),to-read,,,,0,0
21182,The Wisdom of Life,Arthur Schopenhauer,"Schopenhauer, Arthur",T. Bailey Saunders,"=""0486435504""","=""9780486435503""",5,Dover Publications,Paperback,77,2004,1851,2021/07/07,2021/03/22,bought,bought (#2),read,"Arthur Schopenhauer muhteşem birisi bence, sadece iki kitabını okudum ancak yine de kurduğu bütün cümlelere katılıyorum. Ancak kitabın çevirisi çok ama çok kötü. Ben SAY yayınlarından okudum. Başka yayınevinin çevirisi varsa onu okuyun.",,,1,0
4286771,The Manga Guide to Statistics,Shin  Takahashi,"Takahashi, Shin",Trend-Pro Co. Ltd.,"=""1593271891""","=""9781593271893""",3,No Starch Press,Paperback,211,2008,2004,2021/07/04,2021/03/24,,,read,,,,1,0
10506292,Seçkinlik ve Sıradanlık Üzerine,Arthur Schopenhauer,"Schopenhauer, Arthur",,"=""9754686688""","=""9789754686685""",0,Say Yayınları,,104,,,,2021/07/03,"to-read, bought","to-read (#175), bought (#100)",to-read,,,,0,0
2623,Great Expectations,Charles Dickens,"Dickens, Charles","Kate Flint, Margaret Cardwell","=""0192833596""","=""9780192833594""",0,Oxford University Press,Paperback,544,1998,1861,,2021/06/21,to-read,to-read (#174),to-read,,,,0,0
10210,Jane Eyre,Charlotte Brontë,"Brontë, Charlotte",Michael Mason,"=""0142437204""","=""9780142437209""",0,Penguin,Paperback,532,2003,1847,,2021/06/09,to-read,to-read (#173),to-read,,,,0,0
15645,Inferno,Dante Alighieri,"Alighieri, Dante",Anthony Esolen,"=""0812970063""","=""9780812970067""",0,Modern Library,Kindle Edition,490,2022,1321,,2021/06/09,to-read,to-read (#172),to-read,,,,0,0
15852,Relativity: The Special and the General Theory,Albert Einstein,"Einstein, Albert",Nigel Calder,"=""0143039822""","=""9780143039822""",0,Penguin Classics,Paperback,130,2006,1916,,2021/06/08,"to-read, bought","to-read (#171), bought (#97)",to-read,,,,0,0
21934594,1984,George Orwell,"Orwell, George",Celâl Üster,"=""9750718534""","=""9789750718533""",0,Can Yayınları,Paperback,350,2014,1948,2021/05/31,2021/02/18,,,read,,,,1,0
50542108,Deep Learning for Vision Systems,Mohamed Elgendy,"Elgendy, Mohamed",,"=""1617296198""","=""9781617296192""",0,Manning,Paperback,480,2020,,,2021/05/28,to-read,to-read (#169),to-read,,,,0,0
31338523,Machine Learning with TensorFlow,Nishant Shukla,"Shukla, Nishant",,"=""1617293873""","=""9781617293870""",0,Manning,Paperback,272,2018,,,2021/05/28,to-read,to-read (#168),to-read,,,,0,0
12404631,Machine Learning in Action,Peter   Harrington,"Harrington, Peter",,"=""1617290181""","=""9781617290183""",0,Manning Publications,Paperback,380,2012,2011,,2021/05/28,to-read,to-read (#167),to-read,,,,0,0
626460,Data Mining: Concepts and Techniques (The Morgan Kaufmann Series in Data Management Systems),Jiawei Han,"Han, Jiawei","Micheline Kamber, Jian Pei","=""1558609016""","=""9781558609013""",0,Morgan Kaufmann,Hardcover,772,2006,2000,,2021/05/28,to-read,to-read (#166),to-read,,,,0,0
56624240,Algorithms for Decision Making,Mykel J. Kochenderfer,"Kochenderfer, Mykel J.","Tim A Wheeler, Kyle H Wray","=""""","=""""",0,http://algorithmsbook.com/,Unknown Binding,688,2021,,,2021/05/28,to-read,to-read (#165),to-read,,,,0,0
57745169,"Cleaning Data for Effective Data Science: Doing the other 80% of the work with Python, R, and command-line tools",David Mertz,"Mertz, David",,"=""1801074402""","=""9781801074407""",0,Packt Publishing,Kindle Edition,498,2021,,,2021/05/26,to-read,to-read (#164),to-read,,,,0,0
57970352,"Generative AI with Python and TensorFlow 2: Create images, text, and music with VAEs, GANs, LSTMs, Transformer models",Joseph Babcock,"Babcock, Joseph",Raghav Bali,"=""1800208502""","=""9781800208506""",0,Packt Publishing,Kindle Edition,488,2021,,,2021/05/26,to-read,to-read (#163),to-read,,,,0,0
23158207,How Google Works,Eric Schmidt,"Schmidt, Eric",Jonathan Rosenberg,"=""""","=""""",0,Grand Central Publishing,ebook,286,2014,2014,2016/01/01,2021/01/19,bought,bought (#61),read,,,,1,1
1431,Veronika Decides to Die,Paulo Coelho,"Coelho, Paulo",Margaret Jull Costa,"=""""","=""""",0,Harper Perennial,Paperback,285,2006,1998,2016/01/01,2021/01/19,bought,bought (#60),read,,,,1,1
28243403,Advanced Grammar in Use Book with Answers and Interactive eBook: A Self-study Reference and Practice Book for Advanced Learners of English,Martin Hewings,"Hewings, Martin",,"=""1107539307""","=""9781107539303""",0,Cambridge University Press,Paperback,304,2015,1999,2016/01/01,2021/03/24,bought,bought (#59),read,,,,1,0
8123137,Letter from an Unknown Woman,Stefan Zweig,"Zweig, Stefan",,"=""""","=""""",0,,,45,,1922,2016/01/01,2021/01/19,bought,bought (#58),read,,,,1,1
154154,Programming Interviews Exposed: Secrets to Landing Your Next Job (Programmer to Programmer),John Mongan,"Mongan, John","Eric Giguere, Noah Suojanen","=""047012167X""","=""9780470121672""",0,Wrox,Paperback,237,2007,2000,2017/01/01,2021/01/30,bought,bought (#56),read,,,,1,1
53343165,80x86 Assembly Dili,Ahmet Tevfik İnan,"İnan, Ahmet Tevfik",,"=""9750224965""","=""9789750224966""",0,Seçkin Yayıncılık,Paperback,327,2013,2006,2018/01/01,2021/04/01,bought,bought (#54),read,,,,1,0
3346316,Object-Oriented Design Using Java,Dale Skrien,"Skrien, Dale",,"=""0072974168""","=""9780072974164""",0,McGraw-Hill Education,Hardcover,360,2008,2008,2018/01/01,2021/03/24,bought,bought (#52),read,,,,1,0
2578114,50 Mathematical Ideas You Really Need to Know,Tony Crilly,"Crilly, Tony",,"=""1847240089""","=""9781847240088""",0,Bertrams Books,Hardcover,208,2007,2007,2018/01/01,2021/01/19,bought,bought (#51),read,,,,1,1
57598978,Lojik Devre Tasarımı,Rifat Çölkesen,"Çölkesen, Rifat",Taner Arsan,"=""975679707X""","=""9789756797075""",5,Papatya yayıncılık,Paperback,400,,,,2021/04/01,bought,bought (#50),read,,,,2,0
42427796,50 Soruda Yapay Zeka,Cem Say,"Say, Cem",,"=""6055888580""","=""9786055888589""",0,Bilim ve Gelecek,Paperback,188,2018,2018,2019/01/01,2021/03/18,bought,bought (#49),read,,,,1,0
17986418,Naked Statistics: Stripping the Dread from the Data,Charles Wheelan,"Wheelan, Charles",,"=""039334777X""","=""9780393347777""",0,W. W. Norton & Company,Paperback,304,2014,2012,,2021/04/15,"to-read, to-buy","to-read (#149), to-buy (#48)",to-read,,,,0,0
82495,The Puzzling Adventures of Dr. Ecco (Dover Math Games & Puzzles),Dennis E. Shasha,"Shasha, Dennis E.",,"=""0486296156""","=""9780486296159""",0,Dover Publications,Paperback,208,1997,1997,,2021/03/18,"to-read, bought","to-read (#47), bought (#45)",to-read,,,,0,0
32829,Journey to the Center of the Earth,Jules Verne,"Verne, Jules","Lowell Bair, Kim Stanley Robinson","=""0553213970""","=""9780553213973""",0,Bantam,Mass Market Paperback,240,1991,1864,,2021/03/18,"to-read, bought","to-read (#41), bought (#44)",to-read,,,,0,0
36424209,Hit Refresh,Satya Nadella,"Nadella, Satya",,"=""0062697579""","=""9780062697578""",0,Harper Collins,Hardcover,273,2017,2017,,2021/03/06,"to-read, bought","to-read (#30), bought (#41)",to-read,,,,0,0
33962545,C && Java ile Veri Yapıların Giriş,Olcay Taner Yıldız,"Yıldız, Olcay Taner",,"=""6054787012""","=""9786054787012""",0,Bogazici Üniversitesi Yayinevi,Paperback,0,2017,,,2021/04/01,bought,bought (#40),read,,,,2,0
20613168,Algorithms,Jeff Erickson,"Erickson, Jeff",,"=""""","=""""",0,,ebook,448,2013,2013,2019/01/01,2021/03/24,bought,bought (#39),read,,,,1,0
14776606,Java Programlama Dili ve Yazılım Tasarımı,Altug B. ALTINTAŞ,"ALTINTAŞ, Altug B.",,"=""""","=""""",0,,Unknown Binding,720,,,2019/01/01,2021/04/01,bought,bought (#38),read,,,,1,0
6220915,How to Think Like a Mathematician: A Companion to Undergraduate Mathematics,Kevin Houston,"Houston, Kevin",,"=""052171978X""","=""9780521719780""",0,Cambridge University Press,Paperback,274,2009,2009,2019/01/01,2021/02/02,bought,bought (#37),read,,,,1,1
26178543,C How to Program,Paul J. Deitel,"Deitel, Paul J.",,"=""0133964655""","=""9780133964653""",0,Pearson,Kindle Edition,1008,2015,1992,2019/01/01,2021/03/24,bought,bought (#36),read,,,,1,0
331105,Schaum's Outline of Numerical Analysis,Francis Scheid,"Scheid, Francis",,"=""0070552215""","=""9780070552210""",0,McGraw Hill,Paperback,480,1989,1983,2020/01/01,2021/02/02,bought,bought (#28),read,,,,1,1
23360167,"Black Hole: How an Idea Abandoned by Newtonians, Hated by Einstein, and Gambled On by Hawking Became Loved",Marcia Bartusiak,"Bartusiak, Marcia",,"=""030021085X""","=""9780300210859""",5,Yale University Press,Hardcover,237,2015,2015,2020/07/22,2020/06/28,bought,bought (#27),read,,,,1,1
24080123,Maddenin En Son Yapıtaşı: Higgs Bozonu,Christophe Grojean,"Grojean, Christophe","Laurent Vacavant, İsmail Yerguz","=""6050203547""","=""9786050203547""",5,Say Yayınları,Paperback,130,2014,2013,2020/09/03,2020/06/28,bought,bought (#26),read,,,,1,0
382224,A Short History of the Universe,Joseph Silk,"Silk, Joseph",,"=""0716760207""","=""9780716760207""",0,W. H. Freeman,Paperback,256,1997,1994,2020/09/15,2020/09/03,bought,bought (#24),read,,,,1,1
18521,A Room of One’s Own,Virginia Woolf,"Woolf, Virginia",,"=""""","=""""",4,Penguin Books,Paperback,112,2000,1929,2021/02/17,2021/01/21,bought,bought (#22),read,,,,1,1
7624,Lord of the Flies,William Golding,"Golding, William",,"=""0140283331""","=""9780140283334""",5,Penguin Books ,Paperback,182,1999,1954,2021/02/18,2021/01/21,bought,bought (#21),read,,,,1,1
1256065,Eureka!: The Birth of Science,Andrew Gregory,"Gregory, Andrew",,"=""1840463740""","=""9781840463743""",4,"Icon,Totem Books",Paperback,192,2003,1997,2021/02/24,2021/02/14,bought,bought (#20),read,,,,1,1
36288143,Brotopia: Breaking Up the Boys' Club of Silicon Valley,Emily  Chang,"Chang, Emily",,"=""0735213542""","=""9780735213548""",0,Portfolio,Kindle Edition,335,2018,2018,2021/02/27,2021/01/21,bought,bought (#19),read,,,,1,1
29909820,Big Data in Practice: How 45 Successful Companies Used Big Data Analytics to Deliver Extraordinary Results,Bernard Marr,"Marr, Bernard",,"=""""","=""""",5,Wiley,Kindle Edition,277,2016,2016,2021/03/06,2021/01/21,bought,bought (#18),read,,,,1,1
485894,The Metamorphosis,Franz Kafka,"Kafka, Franz",Stanley Corngold,"=""0553213695""","=""9780553213690""",0,Bantam Classics,Mass Market Paperback,201,1972,1915,2021/03/29,2021/03/16,bought,bought (#13),read,,,,1,0
36606264,"Human Errors: A Panorama of Our Glitches, from Pointless Bones to Broken Genes",Nathan H. Lents,"Lents, Nathan H.",,"=""1328974677""","=""9781328974679""",5,Mariner Books,Kindle Edition,255,2018,2018,2021/04/11,2021/03/16,bought,bought (#11),read,,,,1,0
5129,Brave New World,Aldous Huxley,"Huxley, Aldous",,"=""0060929871""","=""9780060929879""",5,HarperPerennial / Perennial Classics,Paperback,288,1998,1932,2021/05/09,2021/03/06,bought,bought (#8),read,,,,1,1
145091,An Introduction to the Analysis of Algorithms,Robert Sedgewick,"Sedgewick, Robert",Philippe Flajolet,"=""020140009X""","=""9780201400090""",0,Addison-Wesley Professional,Hardcover,492,1995,1995,,2021/03/23,to-read,to-read (#162),to-read,,,,0,0
18693655,A Mind for Numbers: How to Excel at Math and Science (Even If You Flunked Algebra),Barbara Oakley,"Oakley, Barbara",,"=""039916524X""","=""9780399165245""",0,The Penguin Group,Paperback,336,2014,2014,,2021/04/29,to-read,to-read (#161),to-read,,,,0,0
12985,The Tempest,William Shakespeare,"Shakespeare, William","Paul Werstine, David Lindley, Israel Gollancz, Barbara A. Mowat, Arthur Wilson Verity, Georg Brandes, G.B. Harrison, William James Rolfe","=""""","=""""",0,Washington Square Press,Mass Market Paperback,218,2004,1611,,2021/04/29,to-read,to-read (#160),to-read,,,,0,0
50091,"The Complete Robot (Robot, #0.3)",Isaac Asimov,"Asimov, Isaac",,"=""0586057242""","=""9780586057247""",0,Voyager/HarperCollins,Mass Market Paperback,688,1995,1982,,2021/04/29,to-read,to-read (#159),to-read,,,,0,0
5326,A Christmas Carol,Charles Dickens,"Dickens, Charles",Joe L. Wheeler,"=""1561797464""","=""9781561797462""",0,Bethany House Publishers ,Paperback,184,1999,1843,,2021/04/29,to-read,to-read (#158),to-read,,,,0,0
153747,"Moby-Dick or, The Whale",Herman Melville,"Melville, Herman","Andrew Delbanco, Tom Quirk","=""0142437247""","=""9780142437247""",0,Penguin Classics ,Paperback,720,2003,1851,,2021/04/29,to-read,to-read (#157),to-read,,,,0,0
32670670,"The Complete Guide to Fasting: Heal Your Body Through Intermittent, Alternate-Day, and Extended Fasting",Jason Fung,"Fung, Jason",,"=""""","=""""",0,Victory Belt Publishing,Kindle Edition,304,2016,2016,,2021/04/24,to-read,to-read (#156),to-read,,,,0,0
18736925,Capital in the Twenty First Century,Thomas Piketty,"Piketty, Thomas",Arthur Goldhammer,"=""067443000X""","=""9780674430006""",0,Belknap Press: An Imprint of Harvard University Press,Hardcover,685,2014,2013,,2021/04/24,to-read,to-read (#155),to-read,,,,0,0
18505820,How to Read Literature Like a Professor: A Lively and Entertaining Guide to Reading Between the Lines,Thomas C. Foster,"Foster, Thomas C.",,"=""0062301675""","=""9780062301673""",0,Fisical_Book,Paperback,336,2016,2003,,2021/04/23,to-read,to-read (#154),to-read,,,,0,0
23397038,Mastering Creativity,James Clear,"Clear, James",,"=""""","=""""",0,,ebook,36,,,,2021/04/22,to-read,to-read (#153),to-read,,,,0,0
50204643,Deep Learning for Coders with Fastai and Pytorch: AI Applications Without a PhD,Jeremy   Howard,"Howard, Jeremy",Sylvain Gugger,"=""1492045527""","=""9781492045526""",0,O'Reilly Media,Paperback,350,2020,,,2021/04/20,to-read,to-read (#152),to-read,,,,0,0
34933949,Mastering Machine Learning with Python in Six Steps: A Practical Implementation Guide to Predictive Data Analytics Using Python,Manohar Swamynathan,"Swamynathan, Manohar",,"=""1484228650""","=""9781484228654""",0,Apress,Paperback,374,2017,,,2021/04/17,to-read,to-read (#151),to-read,,,,0,0
53713102,Cookbook - Living One Week with Sheldon: Recipes from The Big Bang Theory You Will Fall in Love With,Susan Gray,"Gray, Susan",,"=""""","=""""",0,,Kindle Edition,,2020,,,2021/04/15,to-read,to-read (#150),to-read,,,,0,0
55825359,"Machine Learning, revised and updated edition (The MIT Press Essential Knowledge series)",Ethem Alpaydin,"Alpaydin, Ethem",,"=""0262542528""","=""9780262542524""",0,The MIT Press,Paperback,280,2021,2016,,2021/04/15,to-read,to-read (#148),to-read,,,,0,0
42643892,The Art of Statistics: Learning from Data,David Spiegelhalter,"Spiegelhalter, David",,"=""0241398630""","=""9780241398630""",0,Pelican,Hardcover,426,2019,2019,,2021/04/15,to-read,to-read (#147),to-read,,,,0,0
201357,"Information Theory, Inference, and Learning Algorithms",David J.C. MacKay,"MacKay, David J.C.",,"=""0521642981""","=""9780521642989""",0,Cambridge University Press,Paperback,642,2003,2002,,2021/04/15,to-read,to-read (#146),to-read,,,,0,0
619590,Bayesian Data Analysis,Andrew Gelman,"Gelman, Andrew","John B. Carlin, Hal S. Stern, Donald B. Rubin","=""158488388X""","=""9781584883883""",0,Chapman and Hall/CRC,Hardcover,690,2003,1995,,2021/04/15,to-read,to-read (#145),to-read,,,,0,0
15857489,Machine Learning: A Probabilistic Perspective,Kevin P. Murphy,"Murphy, Kevin P.",,"=""0262018020""","=""9780262018029""",0,The MIT Press,Hardcover,1104,2012,,,2021/04/15,to-read,to-read (#144),to-read,,,,0,0
739791,Reinforcement Learning: An Introduction (Adaptive Computation and Machine Learning),Richard S. Sutton,"Sutton, Richard S.",Andrew G. Barto,"=""0262193981""","=""9780262193986""",0,Bradford Books,Hardcover,322,1998,,,2021/04/15,to-read,to-read (#143),to-read,,,,0,0
17316682,Remote: Office Not Required,David Heinemeier Hansson,"Hansson, David Heinemeier","Jason Fried, Rebecca Lowman","=""0804148996""","=""9780804148993""",0,Random House Audio,Audiobook,256,2013,2013,,2021/04/11,to-read,to-read (#141),to-read,,,,0,0
689362,The Shyness & Social Anxiety Workbook: Proven Techniques for Overcoming Your Fears,Martin M. Antony,"Antony, Martin M.",Richard P. Swinson,"=""1572242167""","=""9781572242166""",0,New Harbinger Pubns Inc,Paperback,216,2000,2000,,2021/04/11,to-read,to-read (#140),to-read,,,,0,0
51004674,"Automated Machine Learning: Methods, Systems, Challenges (The Springer Series on Challenges in Machine Learning)",Frank Hutter,"Hutter, Frank","Lars Kotthoff, Joaquin Vanschoren","=""3030053180""","=""9783030053185""",0,Springer,Kindle Edition,396,2019,,,2021/04/09,to-read,to-read (#139),to-read,,,,0,0
48517331,Interpretable Machine Learning,Christoph Molnar,"Molnar, Christoph",,"=""""","=""""",0,,ebook,251,2019,,,2021/04/09,to-read,to-read (#138),to-read,,,,0,0
17851885,I Am Malala: The Story of the Girl Who Stood Up for Education and Was Shot by the Taliban,Malala Yousafzai,"Yousafzai, Malala",Christina Lamb,"=""0316322407""","=""9780316322409""",0,"Little, Brown and Company",Hardcover,327,2013,2012,,2021/04/08,to-read,to-read (#137),to-read,,,,0,0
18528190,Men Explain Things to Me,Rebecca Solnit,"Solnit, Rebecca",,"=""1608463869""","=""9781608463862""",0,Haymarket Books,Paperback,130,2014,2014,,2021/04/08,to-read,to-read (#136),to-read,,,,0,0
26226089,Mujeres (Spanish Edition),Eduardo Galeano,"Galeano, Eduardo",,"=""6070306546""","=""9786070306549""",0,siglo veintiuno editores,Paperback,238,2015,2015,,2021/04/08,to-read,to-read (#135),to-read,,,,0,0
414999,Childhood’s End,Arthur C. Clarke,"Clarke, Arthur C.",,"=""""","=""""",0,Del Rey Books,Mass Market Paperback,224,1987,1953,,2021/04/01,"to-read, to-buy","to-read (#119), to-buy (#46)",to-read,,,,0,0
531509,"Herland (The Herland Trilogy, #2)",Charlotte Perkins Gilman,"Gilman, Charlotte Perkins",,"=""0394736656""","=""9780394736655""",0,Pantheon,Paperback,147,1979,1915,,2021/04/01,"to-read, to-buy","to-read (#120), to-buy (#45)",to-read,,,,0,0
41444387,Andromeda Nebula,Ivan Efremov,"Efremov, Ivan",,"=""""","=""""",0,FOREIGN LANGUAGES PUBLISHING HOUSE,Kindle Edition,355,2018,1957,,2021/04/01,"to-read, to-buy","to-read (#121), to-buy (#44)",to-read,,,,0,0
70535,"2001: A Space Odyssey (Space Odyssey, #1)",Arthur C. Clarke,"Clarke, Arthur C.",,"=""""","=""""",0,Roc,Paperback,297,2000,1968,,2021/04/01,"to-read, to-buy","to-read (#122), to-buy (#43)",to-read,,,,0,0
251633,The Invincible,Stanisław Lem,"Lem, Stanisław",Wendayne Ackerman,"=""0283979623""","=""9780283979620""",0,Sidgwick & Jackson (London),Paperback,223,1973,1964,,2021/04/01,"to-read, to-buy","to-read (#123), to-buy (#42)",to-read,,,,0,0
1064084,A Voyage to Arcturus,David  Lindsay,"Lindsay, David","Loren Eiseley, John Clute","=""0803280041""","=""9780803280045""",0,Bison Books,Paperback,274,2002,1920,,2021/04/01,"to-read, to-buy","to-read (#124), to-buy (#41)",to-read,,,,0,0
16690,The Moon Is a Harsh Mistress,Robert A. Heinlein,"Heinlein, Robert A.",,"=""0340837942""","=""9780340837948""",0,Hodder & Stoughton,Paperback,288,2005,1966,,2021/04/01,"to-read, to-buy","to-read (#125), to-buy (#40)",to-read,,,,0,0
